,exchange,open,high,low,close,volume,trade_count,vwap,symbol
2021-09-24,FTXU,0.2213335,0.224033,0.196479,0.2107005,7031909,3370,0.2092802879,DOGEUSD
2021-09-25,FTXU,0.2114685,0.212464,0.2027,0.204636,1949982,1719,0.2082041242,DOGEUSD
2021-09-26,FTXU,0.204736,0.209353,0.1944,0.2064,2800345,1869,0.204280011,DOGEUSD
2021-09-27,FTXU,0.207029,0.20855,0.1988,0.2015015,2854482,1312,0.2029141561,DOGEUSD
2021-09-28,FTXU,0.2015,0.202528,0.1949,0.1999,2160214,1228,0.2001514825,DOGEUSD
2021-09-29,FTXU,0.1998,0.204837,0.195,0.203388,1524433,1017,0.2002881602,DOGEUSD
2021-09-30,FTXU,0.20346,0.20584,0.1995845,0.2022,2768337,900,0.2028864672,DOGEUSD
2021-10-01,FTXU,0.2029295,0.2254475,0.202822,0.217429,3959984,2426,0.2176717436,DOGEUSD
2021-10-02,FTXU,0.217482,0.225024,0.2153,0.219188,2537322,1501,0.2213958553,DOGEUSD
2021-10-03,FTXU,0.2192885,0.227754,0.212533,0.216147,5242178,2143,0.2210722052,DOGEUSD
2021-10-04,FTXU,0.216378,0.248869,0.2128,0.2381275,7531858,6473,0.2296121687,DOGEUSD
2021-10-05,FTXU,0.238257,0.2679245,0.2329855,0.2540135,23564350,10660,0.2540197132,DOGEUSD
2021-10-06,FTXU,0.254114,0.2715765,0.236,0.2442315,199828957,41019,0.2494636112,DOGEUSD
2021-10-07,FTXU,0.244217,0.2567615,0.2403,0.2436,33756322,7748,0.2436814405,DOGEUSD
2021-10-08,FTXU,0.2435,0.2548165,0.2405005,0.245704,2456329,2585,0.2482523323,DOGEUSD
2021-10-09,FTXU,0.2454985,0.2523075,0.2424575,0.246317,526751,1157,0.2472377947,DOGEUSD
2021-10-10,FTXU,0.246386,0.2484935,0.226178,0.2359335,3352651,2277,0.2368224745,DOGEUSD
2021-10-11,FTXU,0.236068,0.239357,0.222529,0.22682,2724757,2295,0.2307910539,DOGEUSD
2021-10-12,FTXU,0.2262,0.230529,0.216355,0.22934,3473935,3277,0.2234192599,DOGEUSD
2021-10-13,FTXU,0.2296895,0.2401255,0.2208,0.23426,3241252,4011,0.230364536,DOGEUSD
2021-10-14,FTXU,0.2342155,0.2388195,0.2274,0.232536,1418275,1356,0.2331949702,DOGEUSD
2021-10-15,FTXU,0.2326365,0.245483,0.224066,0.2373,2697218,2728,0.2375088494,DOGEUSD
2021-10-16,FTXU,0.2372,0.244379,0.23413,0.2371,1681771,1375,0.2386820117,DOGEUSD
2021-10-17,FTXU,0.237,0.243052,0.2257,0.240277,2852565,2190,0.2375314552,DOGEUSD
2021-10-18,FTXU,0.2403765,0.272244,0.238867,0.2513705,7474365,7569,0.2516305966,DOGEUSD
2021-10-19,FTXU,0.2519055,0.2519055,0.239748,0.2434755,2512681,1873,0.244533953,DOGEUSD
2021-10-20,FTXU,0.243576,0.261751,0.2434825,0.252508,9070612,5105,0.252656426,DOGEUSD
2021-10-21,FTXU,0.2526085,0.257491,0.204052,0.2452,9042555,5008,0.2466131826,DOGEUSD
2021-10-22,FTXU,0.2451005,0.2526085,0.230847,0.2467875,9187496,4526,0.2448183285,DOGEUSD
2021-10-23,FTXU,0.246888,0.253612,0.239419,0.2488485,2684124,2604,0.2485223771,DOGEUSD
2021-10-24,FTXU,0.249698,0.282747,0.2459545,0.2715765,10208177,11183,0.2654438682,DOGEUSD
2021-10-25,FTXU,0.2706,0.273909,0.2587,0.263648,4554064,3148,0.2652359828,DOGEUSD
2021-10-26,FTXU,0.263454,0.2740855,0.2520335,0.261529,7367325,3603,0.2613114346,DOGEUSD
2021-10-27,FTXU,0.261455,0.2632465,0.2177615,0.2394495,25215049,13427,0.2412311916,DOGEUSD
2021-10-28,FTXU,0.2401635,0.3402435,0.240046,0.2956425,71334429,34737,0.3056353162,DOGEUSD
2021-10-29,FTXU,0.296165,0.299979,0.2750005,0.2855335,18449516,9799,0.289388494,DOGEUSD
2021-10-30,FTXU,0.285501,0.2946595,0.2582,0.269,15491397,6527,0.274106918,DOGEUSD
2021-10-31,FTXU,0.269174,0.2865305,0.2523,0.2694745,15321540,8840,0.2697405011,DOGEUSD
2021-11-01,FTXU,0.269658,0.281111,0.2666,0.2709885,7567099,3981,0.272020789,DOGEUSD
2021-11-02,FTXU,0.2714165,0.2810575,0.2693795,0.271035,12797929,3978,0.2738529313,DOGEUSD
2021-11-03,FTXU,0.2709335,0.277498,0.2627,0.26948,17770278,4040,0.268871411,DOGEUSD
2021-11-04,FTXU,0.2691175,0.2692305,0.2542035,0.2615,10565598,3300,0.261324435,DOGEUSD
2021-11-05,FTXU,0.2614,0.2707735,0.257,0.2651165,9062304,3251,0.2626801134,DOGEUSD
2021-11-06,FTXU,0.264655,0.26525,0.2504,0.261557,11491336,3453,0.2582211842,DOGEUSD
2021-11-07,FTXU,0.261521,0.275362,0.2587375,0.274976,12810248,3889,0.2677866033,DOGEUSD
2021-11-08,FTXU,0.2745365,0.297321,0.2712,0.2854155,30515045,9894,0.2821640859,DOGEUSD
2021-11-09,FTXU,0.2854005,0.286731,0.26629,0.270377,22517325,5339,0.2760281214,DOGEUSD
2021-11-10,FTXU,0.270092,0.2772725,0.2368,0.2603735,29353421,9357,0.2605242801,DOGEUSD
2021-11-11,FTXU,0.2603715,0.271376,0.2563,0.2612875,19002554,4888,0.2623107731,DOGEUSD
2021-11-12,FTXU,0.2613185,0.2626465,0.248851,0.255225,19941058,4123,0.2554226799,DOGEUSD
2021-11-13,FTXU,0.255519,0.2631915,0.2554,0.2614935,2537392,1214,0.258784203,DOGEUSD
2021-11-14,FTXU,0.261179,0.315172,0.259913,0.2633885,9646619,2974,0.2638356004,DOGEUSD
2021-11-15,FTXU,0.2633,0.26415,0.2430705,0.2475015,16558516,4481,0.2512680216,DOGEUSD
2021-11-16,FTXU,0.2479955,0.2486235,0.224213,0.2352235,31796660,5941,0.2362907053,DOGEUSD
2021-11-17,FTXU,0.2353885,0.2415685,0.2329665,0.234773,15767938,3390,0.2376986364,DOGEUSD
2021-11-18,FTXU,0.2345,0.2351835,0.215808,0.2230425,15407412,3164,0.2250080219,DOGEUSD
2021-11-19,FTXU,0.223305,0.237297,0.221083,0.232265,9980481,2193,0.2321199634,DOGEUSD
2021-11-20,FTXU,0.2321865,0.235548,0.225,0.230585,21874755,1742,0.2287709672,DOGEUSD
2021-11-21,FTXU,0.230601,0.2314675,0.22,0.2222455,4749179,1171,0.2267127023,DOGEUSD
2021-11-22,FTXU,0.2226515,0.2275,0.216864,0.220944,6067290,1527,0.2215023829,DOGEUSD
2021-11-23,FTXU,0.2213295,0.2375,0.2138925,0.2231845,27422491,3942,0.2291651564,DOGEUSD
2021-11-24,FTXU,0.223492,0.2235175,0.2112645,0.216887,18639530,3971,0.2177215867,DOGEUSD
2021-11-25,FTXU,0.2168245,0.229478,0.2151675,0.218006,16993615,3175,0.2227111303,DOGEUSD
2021-11-26,FTXU,0.2179615,0.2181915,0.1888,0.2057345,22447498,3864,0.2008613914,DOGEUSD
2021-11-27,FTXU,0.205899,0.20939,0.196926,0.2006565,7297894,1835,0.2036656508,DOGEUSD
2021-11-28,FTXU,0.2006765,0.208749,0.1916165,0.205676,5522336,1643,0.2010558927,DOGEUSD
2021-11-29,FTXU,0.205875,0.2275,0.203116,0.2171765,8543271,2836,0.2162765845,DOGEUSD
2021-11-30,FTXU,0.2170425,0.225,0.213125,0.213731,8243201,2485,0.2177338634,DOGEUSD
2021-12-01,FTXU,0.213718,0.217045,0.201031,0.2056815,12120682,2124,0.2085135632,DOGEUSD
2021-12-02,FTXU,0.205665,0.2232115,0.205322,0.2091945,20113251,3691,0.2114971713,DOGEUSD
2021-12-03,FTXU,0.209608,0.2120655,0.1303835,0.162,40151068,5361,0.1919029665,DOGEUSD
2021-12-04,FTXU,0.1618285,0.2000275,0.1556255,0.1790625,30796091,8274,0.1711197882,DOGEUSD
2021-12-05,FTXU,0.179024,0.179024,0.1623365,0.1684355,30121099,5044,0.1710387167,DOGEUSD
2021-12-06,FTXU,0.16803,0.1846515,0.1596445,0.17884,47052843,6334,0.1732452246,DOGEUSD
2021-12-07,FTXU,0.178896,0.1842185,0.1732,0.178036,6411657,2422,0.1789085476,DOGEUSD
2021-12-08,FTXU,0.1782905,0.1822665,0.1726905,0.1769895,5072824,2519,0.1785052226,DOGEUSD
2021-12-09,FTXU,0.177009,0.1827115,0.1687665,0.170147,6075804,3244,0.1749503737,DOGEUSD
2021-12-10,FTXU,0.170552,0.1747845,0.1614105,0.1662875,40150318,3589,0.1680448387,DOGEUSD
2021-12-11,FTXU,0.1662665,0.17677,0.1654465,0.167127,6139446,1456,0.1686635852,DOGEUSD
2021-12-12,FTXU,0.167361,0.173946,0.162917,0.165974,78694194,3948,0.1667544946,DOGEUSD
2021-12-13,FTXU,0.166061,0.1661875,0.151361,0.156818,19407612,3061,0.1593929926,DOGEUSD
2021-12-14,FTXU,0.157492,0.221478,0.1552645,0.1790685,45386917,7939,0.2001910423,DOGEUSD
2021-12-15,FTXU,0.179242,0.186061,0.1703265,0.178768,20237331,3398,0.1754803923,DOGEUSD
2021-12-16,FTXU,0.1789825,0.1850485,0.1724045,0.175163,2495579,1874,0.1774124249,DOGEUSD
2021-12-17,FTXU,0.175489,0.1758605,0.161568,0.171566,5852927,1312,0.1698413638,DOGEUSD
2021-12-18,FTXU,0.1716745,0.1756505,0.170227,0.1726485,5889832,1041,0.1729096218,DOGEUSD
2021-12-19,FTXU,0.1727615,0.173941,0.166563,0.166701,8826931,739,0.1701932436,DOGEUSD
2021-12-20,FTXU,0.166643,0.1716235,0.1607525,0.1706945,17175082,2131,0.1653824427,DOGEUSD
2021-12-21,FTXU,0.17075,0.1736205,0.168023,0.17226,4051716,1422,0.1705819506,DOGEUSD
2021-12-22,FTXU,0.172476,0.179748,0.1713675,0.1745635,53407730,4139,0.1766426759,DOGEUSD
2021-12-23,FTXU,0.1741915,0.1853405,0.173889,0.1812645,61914153,4820,0.1822457381,DOGEUSD
2021-12-24,FTXU,0.181274,0.1959785,0.17951,0.1926005,15980973,4720,0.1906971736,DOGEUSD
2021-12-25,FTXU,0.1921045,0.1964815,0.1852375,0.186731,3231652,1608,0.1906049724,DOGEUSD
2021-12-26,FTXU,0.186813,0.1925405,0.1864545,0.189966,3317176,1117,0.1898807349,DOGEUSD
2021-12-27,FTXU,0.189827,0.1929385,0.1781865,0.1811505,3134294,1818,0.1876436565,DOGEUSD
2021-12-28,FTXU,0.1809225,0.182232,0.1716225,0.1751935,11679582,2148,0.1789322708,DOGEUSD
2021-12-29,FTXU,0.175382,0.176966,0.1652025,0.170384,52615945,4758,0.1694940957,DOGEUSD
2021-12-30,FTXU,0.1704245,0.1757045,0.169725,0.171227,7290013,1851,0.1722048802,DOGEUSD
2021-12-31,FTXU,0.171227,0.1758765,0.1653875,0.1717645,23911265,2899,0.1686560793,DOGEUSD
2022-01-01,FTXU,0.171632,0.1737575,0.1395,0.171648,17781812,1375,0.1717818423,DOGEUSD
2022-01-02,FTXU,0.1717085,0.176286,0.1708485,0.1720175,2390913,1042,0.1731446068,DOGEUSD
2022-01-03,FTXU,0.17213,0.1733885,0.166975,0.170144,14676641,1745,0.1689983641,DOGEUSD
2022-01-04,FTXU,0.170078,0.172497,0.166503,0.1697905,8682767,1288,0.1685675857,DOGEUSD
2022-01-05,FTXU,0.16969,0.1708645,0.1473185,0.156412,77034632,5765,0.1628567345,DOGEUSD
2022-01-06,FTXU,0.1559965,0.162,0.128432,0.1541335,16066275,3755,0.1561189999,DOGEUSD
2022-01-07,FTXU,0.154126,0.1582465,0.149798,0.156842,25564691,3314,0.153214776,DOGEUSD
2022-01-08,FTXU,0.156695,0.1578895,0.1454545,0.151751,20325117,2638,0.1519574141,DOGEUSD
2022-01-09,FTXU,0.151754,0.1539845,0.148615,0.15155,9039674,1740,0.1518436915,DOGEUSD
2022-01-10,FTXU,0.151511,0.151946,0.1369395,0.14435,11484325,3056,0.1436910387,DOGEUSD
2022-01-11,FTXU,0.144361,0.1676,0.143318,0.1530355,35465021,3854,0.1594301419,DOGEUSD
2022-01-12,FTXU,0.153319,0.1755725,0.1516485,0.1748185,81081424,4846,0.1607874178,DOGEUSD
2022-01-13,FTXU,0.175335,0.1950435,0.1614195,0.190061,104466800,8216,0.1746985377,DOGEUSD
2022-01-14,FTXU,0.1907205,0.2141845,0.180712,0.1899375,63377379,8073,0.1925103967,DOGEUSD
2022-01-15,FTXU,0.1898435,0.194914,0.178774,0.1807165,15106747,2687,0.1874590136,DOGEUSD
2022-01-16,FTXU,0.180759,0.1843345,0.1688605,0.170887,7873548,1087,0.1765033116,DOGEUSD
2022-01-17,FTXU,0.171519,0.1741375,0.1656995,0.168967,21016485,1440,0.1686651412,DOGEUSD
2022-01-18,FTXU,0.168766,0.1722775,0.1617605,0.1655815,9694762,1510,0.1659625671,DOGEUSD
2022-01-19,FTXU,0.166119,0.1677525,0.1587175,0.163916,9766423,1520,0.1639350447,DOGEUSD
2022-01-20,FTXU,0.1640575,0.1693605,0.1487875,0.1524165,32444294,7759,0.1558563204,DOGEUSD
2022-01-21,FTXU,0.1524325,0.1547745,0.1344,0.1344,106600145,25432,0.1473872121,DOGEUSD
2022-01-22,FTXU,0.1375125,0.1416195,0.12,0.1388455,288495779,51071,0.1306971867,DOGEUSD
2022-01-23,FTXU,0.1389355,0.1444875,0.134678,0.1369515,180498085,38374,0.1388123364,DOGEUSD
2022-01-24,FTXU,0.136917,0.1413445,0.125909,0.133832,103335368,16733,0.1323365603,DOGEUSD
2022-01-25,FTXU,0.133618,0.151723,0.1326095,0.1456165,23811372,15422,0.1421762431,DOGEUSD
2022-01-26,FTXU,0.1455665,0.153333,0.1383355,0.139937,22601861,23957,0.1445592651,DOGEUSD
2022-01-27,FTXU,0.1398835,0.15851,0.1286605,0.1412905,19544172,3229,0.1393121108,DOGEUSD
2022-01-28,FTXU,0.141274,0.142824,0.137931,0.1418915,4774452,1330,0.1401375291,DOGEUSD
2022-01-29,FTXU,0.1418485,0.144298,0.140294,0.1428895,5613226,3413,0.1426825048,DOGEUSD
2022-01-30,FTXU,0.142848,0.1437145,0.1366505,0.1369215,5106050,8481,0.1396762891,DOGEUSD
2022-01-31,FTXU,0.13698,0.144361,0.1363385,0.1424455,4358555,1506,0.1408368811,DOGEUSD
2022-02-01,FTXU,0.1424935,0.1445135,0.1411825,0.142728,5794096,2058,0.1427033882,DOGEUSD
2022-02-02,FTXU,0.1428155,0.1465505,0.1357505,0.1385335,8565733,887,0.1398784288,DOGEUSD
2022-02-03,FTXU,0.1386545,0.1395505,0.134782,0.1392195,10586810,819,0.1364943803,DOGEUSD
2022-02-04,FTXU,0.139245,0.1507395,0.1378945,0.149994,5037347,1325,0.1429307045,DOGEUSD
2022-02-05,FTXU,0.1503875,0.150554,0.1448915,0.14803,2152654,1492,0.1481121582,DOGEUSD
2022-02-06,FTXU,0.148023,0.161002,0.144688,0.157871,9742124,2989,0.1533279413,DOGEUSD
2022-02-07,FTXU,0.1578545,0.1729585,0.1551515,0.167848,42521365,6040,0.1627512334,DOGEUSD
2022-02-08,FTXU,0.167855,0.1700365,0.1532355,0.1563165,22130630,3572,0.1567092091,DOGEUSD
2022-02-09,FTXU,0.156076,0.162387,0.1553845,0.1577985,11117612,3010,0.1590913191,DOGEUSD
2022-02-10,FTXU,0.157797,0.1606045,0.148822,0.1509645,19224882,3552,0.155006158,DOGEUSD
2022-02-11,FTXU,0.15076,0.1542535,0.142265,0.144595,9855583,3026,0.1481007229,DOGEUSD
2022-02-12,FTXU,0.144434,0.1475665,0.1406485,0.1445625,14490525,2675,0.1432889747,DOGEUSD
2022-02-13,FTXU,0.144515,0.157981,0.143128,0.1441475,27950596,6101,0.1517063545,DOGEUSD
2022-02-14,FTXU,0.1441195,0.149407,0.1427965,0.1479985,8683466,2329,0.1459021087,DOGEUSD
2022-02-15,FTXU,0.148016,0.1524915,0.1479405,0.149495,5853678,1504,0.1500578639,DOGEUSD
2022-02-16,FTXU,0.149538,0.150879,0.146353,0.147204,5210142,1312,0.1483349521,DOGEUSD
2022-02-17,FTXU,0.1470955,0.1499385,0.137031,0.14116,12810733,2647,0.1424344094,DOGEUSD
2022-02-18,FTXU,0.1410355,0.142998,0.136213,0.1412385,10869537,1568,0.1392786838,DOGEUSD
2022-02-19,FTXU,0.14146,0.1465605,0.1371985,0.1374505,12048430,1608,0.1418615181,DOGEUSD
2022-02-20,FTXU,0.137591,0.1404505,0.1350515,0.139973,4642569,1094,0.1372435069,DOGEUSD
2022-02-21,FTXU,0.139746,0.141808,0.1240565,0.1266515,12117501,3612,0.1343194342,DOGEUSD
2022-02-22,FTXU,0.126013,0.132,0.126013,0.1316135,6531754,1307,0.1296464243,DOGEUSD
2022-02-23,FTXU,0.1316225,0.135629,0.106877,0.1116635,10518400,2248,0.1272537353,DOGEUSD
2022-02-24,FTXU,0.1121355,0.126826,0.108916,0.1222315,11587169,2666,0.1184561263,DOGEUSD
2022-02-25,FTXU,0.1221785,0.1305495,0.120613,0.1271655,5143090,2148,0.1245021791,DOGEUSD
2022-02-26,FTXU,0.1274445,0.1291045,0.123955,0.124249,2056742,1493,0.1263918113,DOGEUSD
2022-02-27,FTXU,0.125152,0.1283105,0.1212125,0.123067,1764446,974,0.1242624427,DOGEUSD
2022-02-28,FTXU,0.1224395,0.134868,0.1215125,0.1322765,3854219,1613,0.1290264318,DOGEUSD
2022-03-01,FTXU,0.132272,0.139052,0.1299455,0.1340225,4062718,1721,0.133780586,DOGEUSD
2022-03-02,FTXU,0.1337695,0.137254,0.1307485,0.1322995,4054118,1017,0.1333534543,DOGEUSD
2022-03-03,FTXU,0.132103,0.133382,0.1249075,0.125224,2324649,604,0.1280941296,DOGEUSD
2022-03-04,FTXU,0.126173,0.128573,0.1203435,0.122645,5984806,1209,0.1255198843,DOGEUSD
